#Path	#Template Name	#File Size (bytes)	#Header Magic ID	#Header Version	#Build DateTime	#Template GUID	#SHA1
MODELS\EFFECTS\SPACECRAFT\DAMAGE\DAMAGESMOKE.MATERIAL.MBIN	TkMaterialData	0x0000000000000500	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x88BD3F61DD7AAA71EAAE89DF14FF2EDC0FF81914
MODELS\EFFECTS\SPACECRAFT\DAMAGE\DAMAGESMOKE.PARTICLE.MBIN	TkParticleData	0x0000000000000120	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x5241E4D5EA5F6653	0x01EC123C103D28E2BFA82C284C4F23F8DB38FA7D
MODELS\EFFECTS\SPACECRAFT\DAMAGE\DAMAGESMOKE.SCENE.MBIN	TkSceneNodeData	0x0000000000000470	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0x153AB6FD05D344C1B69C30FFA7ACA72AEB0E5AC1
MODELS\EFFECTS\SPACECRAFT\DAMAGE\DAMAGESPARKS.MATERIAL.MBIN	TkMaterialData	0x0000000000000418	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x40A3F76A86B1FA0ADD4D12FC51DF32F027C902D5
MODELS\EFFECTS\SPACECRAFT\DAMAGE\DAMAGESPARKS.PARTICLE.MBIN	TkParticleData	0x0000000000000120	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x5241E4D5EA5F6653	0x3274CF257DC5A53ED874F15300C52710ACE4CE1F
MODELS\EFFECTS\SPACECRAFT\DAMAGE\DAMAGESPARKS.SCENE.MBIN	TkSceneNodeData	0x0000000000000470	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0x8C802C114C3283A9B58A8527F057DCA68B51974A
MODELS\EFFECTS\SPACECRAFT\DAMAGE\FIREEMITTER.MATERIAL.MBIN	TkMaterialData	0x0000000000000428	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x80C1823243B9DE8C44365694A1711C62D6B19002
MODELS\EFFECTS\SPACECRAFT\DAMAGE\FIREEMITTER.PARTICLE.MBIN	TkParticleData	0x0000000000000120	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x5241E4D5EA5F6653	0x90D473E6AEC433905A046A05C94E6B8CF0C0D8EE
MODELS\EFFECTS\SPACECRAFT\DAMAGE\GLOWSPARKSEMITTER.MATERIAL.MBIN	TkMaterialData	0x0000000000000418	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x331906EF479EB571C53146BDA1869E5F92C6B1A0
MODELS\EFFECTS\SPACECRAFT\DAMAGE\GLOWSPARKSEMITTER.PARTICLE.MBIN	TkParticleData	0x0000000000000120	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x5241E4D5EA5F6653	0x685DBFC77EE9E8E1441D2E1FABE3433A3D1434BD
MODELS\EFFECTS\SPACECRAFT\SHIPDAMAGE.SCENE.MBIN	TkSceneNodeData	0x00000000000007A8	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0x7B97386152A9A0EC224C795B80F21B62C07EDA64
MODELS\EFFECTS\SPEEDLINES\MINIJUMPSPEEDLINES.SPEEDLINE.MBIN	TkSpeedLineData	0x0000000000000140	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x5B2795E2FEF75E70	0xBC1BEAC9F161635A20BFA312E64F8CDC0C58B6A9
MODELS\EFFECTS\SPEEDLINES\MINIJUMPSPEEDLINES2.SPEEDLINE.MBIN	TkSpeedLineData	0x0000000000000140	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x5B2795E2FEF75E70	0xB8E5E91F46B253DB7620573F70DECAB7CD374BD7
MODELS\EFFECTS\SPEEDLINES\SPACE.SPEEDLINE.MBIN	TkSpeedLineData	0x0000000000000140	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x5B2795E2FEF75E70	0x6AE34FFF114FDF42AA78D630A4417061A1B0050B
MODELS\EFFECTS\SPEEDLINES\SPACE2.SPEEDLINE.MBIN	TkSpeedLineData	0x0000000000000140	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x5B2795E2FEF75E70	0x738CAD6C05EC19CE75C1C0152996264BD2E8D613
MODELS\EFFECTS\SPEEDLINES\SPACEBIG.SPEEDLINE.MBIN	TkSpeedLineData	0x0000000000000140	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x5B2795E2FEF75E70	0x071CC8DE975FF914004B990D4376DAB8481FED6C
MODELS\EFFECTS\SPEEDLINES\SPEEDLINE.SCENE.MBIN	TkSceneNodeData	0x0000000000000B60	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0x6CF153F1995E413EE11F6CEB7C7CF0D2E432FA39
MODELS\EFFECTS\SPHERE.SCENE.MBIN	TkSceneNodeData	0x00000000000006D0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0xD37B87AD48D51BEB5C8ECC7712D500CEC1111FF2
MODELS\EFFECTS\SPHERE\EMITTERS\SPHEREEMITTER.PARTICLE.MBIN	TkParticleData	0x0000000000000120	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x5241E4D5EA5F6653	0xE611CA466619E8E2219196B30F5DA2BA983DD8D0
MODELS\EFFECTS\SPHERE\SPHEREMAT.MATERIAL.MBIN	TkMaterialData	0x0000000000000500	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x4522F933DD712A8F785C83A8AF6FAD826C027FF5
MODELS\EFFECTS\STATION\ENTRANCESMOKE.SCENE.MBIN	TkSceneNodeData	0x00000000000006D0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0x10328348B909EFD8AFE439540382069CB28CAC48
MODELS\EFFECTS\STATION\ENTRANCESMOKE\EMITTERS\SMOKEBLACK_EMITTER.PARTICLE.MBIN	TkParticleData	0x0000000000000120	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x5241E4D5EA5F6653	0x09F9E815EB8CC923141AC7ACA59EC71FDE162A51
MODELS\EFFECTS\STATION\ENTRANCESMOKE\STEAM_MAT.MATERIAL.MBIN	TkMaterialData	0x0000000000000428	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0xA4500BC64D28A141AEC9D75BC8BC111801E00720
MODELS\EFFECTS\TRAILS\DRONE\LANDDRONETRAIL.SCENE.MBIN	TkSceneNodeData	0x0000000000000470	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0x29EF8C8C1EDF615D78DD5CD60C16BEBAD4316406
MODELS\EFFECTS\TRAILS\DRONE\LANDDRONETRAIL.TRAIL.MBIN	TkTrailData	0x00000000000000A0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x1678FA303B8D5F1A	0x9EE676EAEC294BF29CBA3035D59CB276CE4F6B08
MODELS\EFFECTS\TRAILS\EXPLOSION\EXPLOSIONTRAIL.MATERIAL.MBIN	TkMaterialData	0x0000000000000358	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x51AC221C3D50B9968B974A71496F11164319E34C
MODELS\EFFECTS\TRAILS\EXPLOSION\EXPLOSIONTRAIL.SCENE.MBIN	TkSceneNodeData	0x0000000000000470	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0xEA9F46FAFA4418498CD3EC56E05D4A060603B574
MODELS\EFFECTS\TRAILS\EXPLOSION\EXPLOSIONTRAIL.TRAIL.MBIN	TkTrailData	0x00000000000000A0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x1678FA303B8D5F1A	0xC93D300C8A4DE21B5FFD69014CBDE4A4A897F37D
MODELS\EFFECTS\TRAILS\PROJECTILE\BULLETTRAIL.MATERIAL.MBIN	TkMaterialData	0x0000000000000358	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x40A58FC2176A9D3FE650FB76A468740939C713E0
MODELS\EFFECTS\TRAILS\PROJECTILE\BULLETTRAIL.SCENE.MBIN	TkSceneNodeData	0x0000000000000470	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0xAB3EB131B1A90B60E434B94BD3386240F3F9B41D
MODELS\EFFECTS\TRAILS\PROJECTILE\BULLETTRAIL.TRAIL.MBIN	TkTrailData	0x00000000000000A0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x1678FA303B8D5F1A	0xC6356B4E6421EED37F928D53CDF3E8188BEFD39E
MODELS\EFFECTS\TRAILS\PROJECTILE\SHIPBULLETTRAIL.MATERIAL.MBIN	TkMaterialData	0x0000000000000358	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x40A58FC2176A9D3FE650FB76A468740939C713E0
MODELS\EFFECTS\TRAILS\PROJECTILE\SHIPBULLETTRAIL.SCENE.MBIN	TkSceneNodeData	0x0000000000000470	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0x6FAC62F214EF7AEC197717B888B2620277960354
MODELS\EFFECTS\TRAILS\PROJECTILE\SHIPBULLETTRAIL.TRAIL.MBIN	TkTrailData	0x00000000000000A0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x1678FA303B8D5F1A	0x0425B4093D471AB9C955F91F71859678EF2843FA
MODELS\EFFECTS\TRAILS\SHIP\CONTRAIL.MATERIAL.MBIN	TkMaterialData	0x0000000000000358	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x47FC4638A094BB0C4AC85323150EB0E240535BB2
MODELS\EFFECTS\TRAILS\SHIP\CONTRAIL.SCENE.MBIN	TkSceneNodeData	0x00000000000007A8	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0xE075D0718E8331E5F87263924567489E6717AC21
MODELS\EFFECTS\TRAILS\SHIP\CONTRAIL.TRAIL.MBIN	TkTrailData	0x00000000000000A0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x1678FA303B8D5F1A	0x34A7BA37F81EA84A6C74A68D51AAAED07E4666B4
MODELS\EFFECTS\TRAILS\SHIP\CONTRAILADD.MATERIAL.MBIN	TkMaterialData	0x0000000000000358	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x3B8FC6594407E601BDB1376CC243115B76C8A469
MODELS\EFFECTS\TRAILS\SHIP\CONTRAILADD.TRAIL.MBIN	TkTrailData	0x00000000000000A0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x1678FA303B8D5F1A	0x8777BE78A4AD935CBE31060612BB55A15E7C8FDF
MODELS\EFFECTS\TRAILS\SHIP\DRONESIDETRAIL.MATERIAL.MBIN	TkMaterialData	0x0000000000000358	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x5014205958DE287BF54DF4EA60459327419703F6
MODELS\EFFECTS\TRAILS\SHIP\DRONESIDETRAIL.SCENE.MBIN	TkSceneNodeData	0x00000000000007A8	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0x380DED10CE50EA6B6E010F069D7865DA8B3680BB
MODELS\EFFECTS\TRAILS\SHIP\DRONESIDETRAIL.TRAIL.MBIN	TkTrailData	0x00000000000000A0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x1678FA303B8D5F1A	0x2313C1B65F9418C7ADA833C6B710C0468893D182
MODELS\EFFECTS\TRAILS\SHIP\DRONESIDETRAIL2.MATERIAL.MBIN	TkMaterialData	0x0000000000000358	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x4313A17A7CDB03A9DDE079DA1DA2C22D22ED6A4B
MODELS\EFFECTS\TRAILS\SHIP\DRONESIDETRAIL2.TRAIL.MBIN	TkTrailData	0x00000000000000A0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x1678FA303B8D5F1A	0x3D88991A05EFFEB8AE2132C183D89D53C8394D70
MODELS\EFFECTS\TRAILS\SHIP\DRONETRAIL.MATERIAL.MBIN	TkMaterialData	0x0000000000000358	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x7FA025ED7CEEAF55BFF632E99577CB8DC12C6DB4
MODELS\EFFECTS\TRAILS\SHIP\DRONETRAIL.SCENE.MBIN	TkSceneNodeData	0x0000000000000470	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0x88056775D56B8DCD6ABFBED654D0E3E5D3C04802
MODELS\EFFECTS\TRAILS\SHIP\DRONETRAIL.TRAIL.MBIN	TkTrailData	0x00000000000000A0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x1678FA303B8D5F1A	0xA4C30309F130B271F7EBED7872F524313B91B334
MODELS\EFFECTS\TRAILS\SHIP\EARTHENGINE.MATERIAL.MBIN	TkMaterialData	0x0000000000000358	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x9F42A234BE222763404A6A704A016E5882BC0AB1
MODELS\EFFECTS\TRAILS\SHIP\EARTHENGINE.SCENE.MBIN	TkSceneNodeData	0x0000000000000470	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0x177697744EACE2E48033EF925AE3A7129897CB4A
MODELS\EFFECTS\TRAILS\SHIP\EARTHENGINE.TRAIL.MBIN	TkTrailData	0x00000000000000A0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x1678FA303B8D5F1A	0x3A4200D6429512DCE26A3B8CAE46159281077612
MODELS\EFFECTS\TRAILS\SHIP\FREIGHTERTRAIL.MATERIAL.MBIN	TkMaterialData	0x0000000000000358	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0xF2714EC80A4A954227361694B8646C55BA12E719
MODELS\EFFECTS\TRAILS\SHIP\FREIGHTERTRAIL.SCENE.MBIN	TkSceneNodeData	0x00000000000007A8	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0xE614D3EFF3D45B8F8C16C12FE2D767C70D32BB37
MODELS\EFFECTS\TRAILS\SHIP\FREIGHTERTRAIL.TRAIL.MBIN	TkTrailData	0x00000000000000A0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x1678FA303B8D5F1A	0xC092F5E47C97B67F6D120F00055F402DFC95781A
MODELS\EFFECTS\TRAILS\SHIP\FREIGHTERTRAIL2.MATERIAL.MBIN	TkMaterialData	0x0000000000000358	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x4313A17A7CDB03A9DDE079DA1DA2C22D22ED6A4B
MODELS\EFFECTS\TRAILS\SHIP\FREIGHTERTRAIL2.TRAIL.MBIN	TkTrailData	0x00000000000000A0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x1678FA303B8D5F1A	0x7B22B8F4B67B9BBD41EB8D2DE02075FB7A3DD3F9
MODELS\EFFECTS\TRAILS\SHIP\WINGMANENGINE.MATERIAL.MBIN	TkMaterialData	0x0000000000000358	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x7FA025ED7CEEAF55BFF632E99577CB8DC12C6DB4
MODELS\EFFECTS\TRAILS\SHIP\WINGMANENGINE.SCENE.MBIN	TkSceneNodeData	0x0000000000000470	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0x06F7AC848E40703971B90158B5376E6E909941F8
MODELS\EFFECTS\TRAILS\SHIP\WINGMANENGINE.TRAIL.MBIN	TkTrailData	0x00000000000000A0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x1678FA303B8D5F1A	0xDA8199AD840C6A3693BC2E6D4D6F88B82E238A3E
MODELS\EFFECTS\TRAILS\SHIP\WINGMANTRAIL.MATERIAL.MBIN	TkMaterialData	0x0000000000000358	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0xF2714EC80A4A954227361694B8646C55BA12E719
MODELS\EFFECTS\TRAILS\SHIP\WINGMANTRAIL.SCENE.MBIN	TkSceneNodeData	0x00000000000007A8	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0x6C77ABA0AF59F3B72947866E3FFCE10B9C03AE55
MODELS\EFFECTS\TRAILS\SHIP\WINGMANTRAIL.TRAIL.MBIN	TkTrailData	0x00000000000000A0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x1678FA303B8D5F1A	0xD8B21179D123A67BCE32825F602B9775AA013C8B
MODELS\EFFECTS\TRAILS\SHIP\WINGMANTRAIL_GREEN.MATERIAL.MBIN	TkMaterialData	0x0000000000000318	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0xE03F3BBF6D7D8974DFA3061F008E4F647221FB91
MODELS\EFFECTS\TRAILS\SHIP\WINGMANTRAIL_GREEN.SCENE.MBIN	TkSceneNodeData	0x00000000000007A8	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0x3988A290ABB689ADDC4F7B7D2881B093054F978A
MODELS\EFFECTS\TRAILS\SHIP\WINGMANTRAIL_GREEN.TRAIL.MBIN	TkTrailData	0x00000000000000A0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x1678FA303B8D5F1A	0x4447E6AEFACA8A3527E33FF15E52CE61191491FE
MODELS\EFFECTS\TRAILS\SHIP\WINGMANTRAIL_RED.MATERIAL.MBIN	TkMaterialData	0x0000000000000358	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x229CBFE29B595456B99406C7AC95010AB6AB3FE7
MODELS\EFFECTS\TRAILS\SHIP\WINGMANTRAIL_RED.SCENE.MBIN	TkSceneNodeData	0x00000000000007A8	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0xA066D003E03F28E64EB495002CE158A9A749E408
MODELS\EFFECTS\TRAILS\SHIP\WINGMANTRAIL_RED.TRAIL.MBIN	TkTrailData	0x00000000000000A0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x1678FA303B8D5F1A	0xFFB2ADEF8B8A1DB5872115588006A9B05F2FF161
MODELS\EFFECTS\TRAILS\SHIP\WINGMANTRAIL2.MATERIAL.MBIN	TkMaterialData	0x0000000000000358	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x4313A17A7CDB03A9DDE079DA1DA2C22D22ED6A4B
MODELS\EFFECTS\TRAILS\SHIP\WINGMANTRAIL2.TRAIL.MBIN	TkTrailData	0x00000000000000A0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x1678FA303B8D5F1A	0x08523F2434743F251B9E32C39A963AEC765497A1
MODELS\EFFECTS\TRAILS\SPACECRAFT\DEFAULTTRAIL.SCENE.MBIN	TkSceneNodeData	0x0000000000002378	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0x5767E3DA9B29B8A5170D44CD6FD7085C11C450AA
MODELS\EFFECTS\TRAILS\SPACECRAFT\DEFAULTTRAIL\DEFAULTTRAIL.MATERIAL.MBIN	TkMaterialData	0x0000000000000398	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x3F7D629206902E7173F986FB2E3FB5E4B77F0F21
MODELS\EFFECTS\TRAILS\SPACECRAFT\DEFAULTTRAIL\DEFAULTTRAIL.SCENE.MBIN	TkSceneNodeData	0x00000000000007A8	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0xD4091079AC8E95F973F6E110703FE67CDA05A3C8
MODELS\EFFECTS\TRAILS\SPACECRAFT\DEFAULTTRAIL\DEFAULTTRAIL.TRAIL.MBIN	TkTrailData	0x00000000000000A0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x1678FA303B8D5F1A	0xCF736C6A89A127C3DC4500BBB6B4029D7B10B39B
MODELS\EFFECTS\TRAILS\SPACECRAFT\DEFAULTTRAIL\DEFAULTTRAILCORE.MATERIAL.MBIN	TkMaterialData	0x0000000000000398	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0xB6F6BCFF195459094A3EBBE5CFC66D382B9EBD75
MODELS\EFFECTS\TRAILS\SPACECRAFT\DEFAULTTRAIL\DEFAULTTRAILCORE.TRAIL.MBIN	TkTrailData	0x00000000000000A0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x1678FA303B8D5F1A	0xF4C6366E3C9B552FE6DCC5FFFCF3B393D7296588
MODELS\EFFECTS\TRAILS\SPACECRAFT\DEFAULTTRAIL\DEFAULTTRAILGREEN.MATERIAL.MBIN	TkMaterialData	0x0000000000000398	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0xBA399A2E864775ABEF801AF4D365891CC0858CA3
MODELS\EFFECTS\TRAILS\SPACECRAFT\DEFAULTTRAIL\DEFAULTTRAILGREEN.SCENE.MBIN	TkSceneNodeData	0x00000000000007A8	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0x3F4BD9EB00BA6676629AD2431622DA30E463588F
MODELS\EFFECTS\TRAILS\SPACECRAFT\DEFAULTTRAIL\DEFAULTTRAILPINK.MATERIAL.MBIN	TkMaterialData	0x0000000000000398	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x263ACB572808C449ACDF1ECFADBD00465D2337B6
MODELS\EFFECTS\TRAILS\SPACECRAFT\DEFAULTTRAIL\DEFAULTTRAILPINK.SCENE.MBIN	TkSceneNodeData	0x00000000000007A8	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0xE7D74FB0E0DE69AA91C36B3B30160C01B3B8A296
MODELS\EFFECTS\TRAILS\SPACECRAFT\DEFAULTTRAIL\DEFAULTTRAILRED.MATERIAL.MBIN	TkMaterialData	0x0000000000000398	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x263ACB572808C449ACDF1ECFADBD00465D2337B6
MODELS\EFFECTS\TRAILS\SPACECRAFT\DEFAULTTRAIL\DEFAULTTRAILRED.SCENE.MBIN	TkSceneNodeData	0x00000000000007A8	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0x6D0B1B4F7AB20640E5204560E08C5C6A19A7F3A7
MODELS\EFFECTS\TRAILS\SPACECRAFT\DEFAULTTRAIL\ENGINEFLAREMAT1.MATERIAL.MBIN	TkMaterialData	0x0000000000000468	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x8BE66247D12651310A90AF1C006B65DCDFE6BC08
MODELS\EFFECTS\TRAILS\SPACECRAFT\DEFAULTTRAIL\ENGINEGLOWMAT.MATERIAL.MBIN	TkMaterialData	0x0000000000000468	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x45701C97F786925F634EE1D62CE5B1362294E93F
MODELS\EFFECTS\TRAILS\SPACECRAFT\DEFAULTTRAIL\ENTITIES\TRAIL.ENTITY.MBIN	TkAttachmentData	0x0000000000000218	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x87068490DC83B1C1	0x502E9B7BDD22BC2711AF56D61D3D4DC2CC073140
MODELS\EFFECTS\TRAILS\SPACECRAFT\FIGHTERS\FIGHTERTRAIL_BLUE.SCENE.MBIN	TkSceneNodeData	0x0000000000000AE0	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0xE6893C774D2371128D2BBE4FFB518A9A26FA27B2
MODELS\EFFECTS\TRAILS\SPACECRAFT\FIGHTERS\FIGHTERTRAIL_RED.SCENE.MBIN	TkSceneNodeData	0x00000000000007A8	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0xA066D003E03F28E64EB495002CE158A9A749E408
MODELS\EFFECTS\TRAILS\SPACECRAFT\FIGHTERS\FIGHTERTRAILGLOW_BLUE.SCENE.MBIN	TkSceneNodeData	0x0000000000001050	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0x4A7BEDA624407B0C604C9D53C5C40DDC5C9478EC
MODELS\EFFECTS\TRAILS\SPACECRAFT\FIGHTERS\FIGHTERTRAILGLOW_BLUE\PASTED__FLARE_MAT.MATERIAL.MBIN	TkMaterialData	0x0000000000000478	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0xF3D0C940F7FC7DFC3B183B89B487C9908DEB88C0
MODELS\EFFECTS\TRAILS\SPACECRAFT\FIGHTERS\FIGHTERTRAILGLOW_RED.SCENE.MBIN	TkSceneNodeData	0x0000000000001050	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0x0CB84ACBFD4A33F797D57DF8027109D4381E0B2C
MODELS\EFFECTS\TRAILS\SPACECRAFT\FIGHTERS\FIGHTERTRAILGLOW_RED\PASTED__FLARE_MAT.MATERIAL.MBIN	TkMaterialData	0x0000000000000478	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0xE83E0CD1B807CFD29244096AC1C1AE2AFACABC38
MODELS\EFFECTS\TRAILS\SPACECRAFT\FREIGHTERS\FREIGHTERTRAIL_BLUE.SCENE.MBIN	TkSceneNodeData	0x00000000000007A8	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0xDEA8AF604A26168A9D1B76405708E47922907FAB
MODELS\EFFECTS\TRAILS\SPACECRAFT\FREIGHTERTRAIL.SCENE.MBIN	TkSceneNodeData	0x0000000000002170	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0x21D5BCF7216C5E12894CB6087023095786A2126A
MODELS\EFFECTS\TRAILS\SPACECRAFT\FREIGHTERTRAIL\ENGINEFLAREMAT1.MATERIAL.MBIN	TkMaterialData	0x0000000000000468	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x8BE66247D12651310A90AF1C006B65DCDFE6BC08
MODELS\EFFECTS\TRAILS\SPACECRAFT\FREIGHTERTRAIL\ENGINEGLOWMAT.MATERIAL.MBIN	TkMaterialData	0x0000000000000468	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x45701C97F786925F634EE1D62CE5B1362294E93F
MODELS\EFFECTS\TRAILS\SPACECRAFT\PIRATETRAIL.SCENE.MBIN	TkSceneNodeData	0x0000000000002378	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0x087D466A853724D6E734C24788EB4F35BF9D2FEE
MODELS\EFFECTS\TRAILS\SPACECRAFT\PIRATETRAIL\ENGINEFLAREMAT1.MATERIAL.MBIN	TkMaterialData	0x0000000000000468	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x8BE66247D12651310A90AF1C006B65DCDFE6BC08
MODELS\EFFECTS\TRAILS\SPACECRAFT\PIRATETRAIL\ENGINEGLOWMAT.MATERIAL.MBIN	TkMaterialData	0x0000000000000468	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xB59A78FF93F72588	0x45701C97F786925F634EE1D62CE5B1362294E93F
MODELS\EFFECTS\TRAILS\SPACECRAFT\PIRATETRAIL\ENTITIES\ENGINEFX.ENTITY.MBIN	TkAttachmentData	0x0000000000000218	0xCCCCCCCC	0x000009C4	0x0000000000000000	0x87068490DC83B1C1	0xCC4B053C62D8322B9E075D0DD4757A4712038A7F
MODELS\EFFECTS\TRAILS\SPACECRAFT\POLICETRAIL.SCENE.MBIN	TkSceneNodeData	0x0000000000002378	0xCCCCCCCC	0x000009C4	0x0000000000000000	0xD5756F96B501B8A2	0xC1F3B8EC1A71F209F81D9EAF61E9220D71C4E740
